City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
592,Falkenberg,SE,2021-04-25 23:49:58,56.9055,12.4912,39.99,69,54,6.91
593,Srednekolymsk,RU,2021-04-25 23:49:58,67.45,153.6833,22.08,73,15,8.52
594,Lompoc,US,2021-04-25 23:49:59,34.6391,-120.4579,57.2,82,100,5.75
595,Olafsvik,IS,2021-04-25 23:49:59,64.8945,-23.7142,39.47,89,11,14.97
596,Kyaikkami,MM,2021-04-25 23:50:00,16.08,97.5675,79.74,85,100,5.61
597,Solenzo,BF,2021-04-25 23:50:00,12.1833,-4.0833,92.08,23,52,3.56
598,Batemans Bay,AU,2021-04-25 23:50:01,-35.7167,150.1833,63.0,52,4,0.47
599,Strezhevoy,RU,2021-04-25 23:47:16,60.7333,77.5889,32.0,86,0,6.71
600,Talara,PE,2021-04-25 23:50:02,-4.5772,-81.2719,69.46,83,35,12.75
601,Zavetnoye,RU,2021-04-25 23:50:04,47.1194,43.8903,44.24,79,100,10.4
602,Sao Felix Do Xingu,BR,2021-04-25 23:47:11,-6.6447,-51.995,72.86,97,19,1.07
603,Tilichiki,RU,2021-04-25 23:50:05,60.4667,166.1,31.03,95,99,5.7
604,Poum,NC,2021-04-25 23:50:05,-20.2333,164.0167,77.34,73,67,21.52
605,Bulaevo,KZ,2021-04-25 23:50:05,54.9056,70.4439,42.37,82,68,7.11
606,Pierre,US,2021-04-25 23:50:06,44.3683,-100.351,68.0,40,1,8.05
607,Zyryanka,RU,2021-04-25 23:50:06,65.75,150.85,20.44,77,9,14.52
608,Neftcala,AZ,2021-04-25 23:50:07,39.3742,49.2472,56.46,79,19,3.69
609,Warrnambool,AU,2021-04-25 23:50:07,-38.3833,142.4833,55.99,96,90,8.37
610,Ambon,ID,2021-04-25 23:46:04,-3.6954,128.1814,84.2,74,40,1.14
611,Port Hedland,AU,2021-04-25 23:45:40,-20.3167,118.5667,69.8,43,0,6.91
612,Coihaique,CL,2021-04-25 23:50:08,-45.5752,-72.0662,53.6,62,75,3.44
613,Kalmar,SE,2021-04-25 23:50:08,56.6616,16.3616,36.0,80,20,3.44
614,Mount Isa,AU,2021-04-25 23:44:22,-20.7333,139.5,78.8,47,6,17.27
615,Balikpapan,ID,2021-04-25 23:47:30,-1.2675,116.8289,77.32,88,79,3.83
616,Kidal,ML,2021-04-25 23:50:09,18.4411,1.4078,86.94,7,1,3.67
617,Puerto Del Rosario,ES,2021-04-25 23:50:09,28.5004,-13.8627,68.0,68,0,2.3
618,Sorland,NO,2021-04-25 23:47:14,67.667,12.6934,37.6,60,88,8.75
619,Kuli,RU,2021-04-25 23:50:10,42.0185,47.2434,60.8,77,75,6.91
620,Coahuayana,MX,2021-04-25 23:50:10,18.7333,-103.6833,82.4,51,75,11.5
621,Nayagarh,IN,2021-04-25 23:50:11,20.1333,85.1,76.03,65,4,2.82
622,Krasnaya Gora,RU,2021-04-25 23:50:11,52.9995,31.6023,32.0,80,0,6.71
623,Dawei,MM,2021-04-25 23:50:12,14.0833,98.2,77.49,87,100,2.04
624,Kloulklubed,PW,2021-04-25 23:50:12,7.0419,134.2556,82.4,78,75,10.36
625,Praia,CV,2021-04-25 23:50:13,14.9215,-23.5087,71.6,73,75,17.27
626,Wisconsin Rapids,US,2021-04-25 23:50:13,44.3836,-89.8174,48.2,31,90,5.75
627,Weyburn,CA,2021-04-25 23:50:13,49.6668,-103.8511,39.2,75,100,11.5
628,Diffa,NE,2021-04-25 23:50:14,13.3154,12.6113,85.71,18,77,4.18
629,Mugur-Aksy,RU,2021-04-25 23:46:56,50.35,90.5,14.9,72,6,4.7
630,Rio Brilhante,BR,2021-04-25 23:50:14,-21.8019,-54.5464,68.36,89,95,6.15
631,Fujieda,JP,2021-04-25 23:50:15,34.8667,138.2667,57.2,33,20,3.44
632,Gongzhuling,CN,2021-04-25 23:50:15,43.5008,124.8198,57.74,22,100,7.83
633,Aykhal,RU,2021-04-25 23:50:16,66.0,111.5,5.2,93,100,27.87
634,Illela,NG,2021-04-25 23:50:16,13.7292,5.2975,91.98,22,89,8.72
635,Tlacotepec,MX,2021-04-25 23:50:16,20.0667,-97.8667,69.73,80,92,3.13
636,Zhireken,RU,2021-04-25 23:50:17,52.8249,117.3076,45.09,33,100,7.47
637,Prudyanka,UA,2021-04-25 23:50:17,50.2361,36.1683,42.8,70,0,4.47
638,Ibotirama,BR,2021-04-25 23:50:17,-12.1853,-43.2206,75.2,79,100,0.31
639,Lipari,IT,2021-04-25 23:50:18,38.4674,14.954,55.0,53,5,4.0
640,Kaspiysk,RU,2021-04-25 23:50:19,42.8816,47.6392,51.8,82,100,6.71
641,Falavarjan,IR,2021-04-25 23:50:19,32.5553,51.5097,59.0,38,0,2.3
642,Kuytun,RU,2021-04-25 23:48:50,54.3419,101.5036,33.13,76,77,12.1
643,Magadan,RU,2021-04-25 23:50:20,59.5667,150.8,22.35,56,17,1.05
644,Cooma,AU,2021-04-25 23:50:20,-36.2333,149.1333,42.8,100,1,3.44
645,Nioro,GM,2021-04-25 23:50:20,13.35,-15.75,79.41,34,14,10.0
646,Rafai,CF,2021-04-25 23:50:21,4.95,23.9167,69.03,99,100,1.36
647,Copiapo,CL,2021-04-25 23:50:21,-27.3667,-70.3333,59.0,82,90,9.22
648,Asaba,NG,2021-04-25 23:50:21,6.2006,6.7338,78.31,87,84,6.33
649,Nsanje,MW,2021-04-25 23:50:22,-16.92,35.262,69.6,96,4,1.97
650,Sokolo,ML,2021-04-25 23:50:22,14.7328,-6.1219,92.97,16,48,13.82
651,Mezen,RU,2021-04-25 23:50:23,65.8522,44.24,40.57,92,100,3.15
652,Hammonton,US,2021-04-25 23:50:23,39.6365,-74.8024,60.01,80,69,5.57
653,Chiredzi,ZW,2021-04-25 23:50:24,-21.05,31.6667,63.12,39,0,0.56
654,Scarborough,GB,2021-04-25 23:48:28,54.2797,-0.4044,37.0,80,7,3.47
655,Omboue,GA,2021-04-25 23:50:24,-1.5746,9.2618,78.91,87,13,4.72
656,Shirokiy,RU,2021-04-25 23:50:25,49.758,129.523,47.44,39,100,7.45
657,Mnogovershinnyy,RU,2021-04-25 23:45:47,53.9353,139.9242,29.57,72,8,4.61
658,Atambua,ID,2021-04-25 23:50:25,-9.1061,124.8925,76.08,62,10,4.27
659,Santa Maria,BR,2021-04-25 23:50:26,-29.6842,-53.8069,60.8,77,75,3.44
660,Ukiah,US,2021-04-25 23:50:26,39.1502,-123.2078,59.0,44,40,6.91
661,Peterhead,GB,2021-04-25 23:50:27,57.5058,-1.7981,41.0,70,86,6.91
662,Somerset East,ZA,2021-04-25 23:50:27,-32.7217,25.588,71.08,27,100,7.18
663,Ossora,RU,2021-04-25 23:50:28,59.2353,163.0719,32.83,97,100,1.83
664,Jieshi,CN,2021-04-25 23:50:28,22.8134,115.8257,71.24,73,98,18.21
665,Vardo,NO,2021-04-25 23:50:29,70.3705,31.1107,31.86,68,41,6.55
666,Ko Samui,TH,2021-04-25 23:50:29,9.5357,99.9357,82.71,75,87,8.86
667,Privolzhye,RU,2021-04-25 23:50:30,52.8649,48.6044,38.64,67,2,10.13
668,Koslan,RU,2021-04-25 23:50:30,63.4564,48.8989,38.68,94,100,6.6
669,Esterhazy,CA,2021-04-25 23:50:31,50.65,-102.0843,41.0,60,100,9.22
670,Pangoa,PE,2021-04-25 23:50:31,-12.1167,-73.0,72.01,92,75,1.97
671,Charleston,US,2021-04-25 23:50:25,32.7766,-79.9309,73.4,56,40,8.05
672,Ende,ID,2021-04-25 23:50:32,-8.8432,121.6623,80.35,75,90,4.94
673,Karaton,ID,2021-04-25 23:47:17,-6.3424,106.1045,81.0,78,5,5.75
674,Paita,PE,2021-04-25 23:50:32,-5.0892,-81.1144,71.01,78,38,16.6
675,Kushima,JP,2021-04-25 23:50:33,31.4583,131.2333,62.6,36,75,17.27
676,Dharchula,IN,2021-04-25 23:50:33,29.85,80.5333,59.56,28,0,9.53
677,Genhe,CN,2021-04-25 23:46:23,50.7833,121.5167,52.68,28,95,4.85
678,Caravelas,BR,2021-04-25 23:50:34,-17.7125,-39.2481,76.05,82,6,7.29
679,Hengshan,CN,2021-04-25 23:50:34,45.2,130.9167,48.81,28,86,4.25
680,Balkhash,KZ,2021-04-25 23:50:34,46.844,74.9804,45.23,40,45,9.44
681,Manay,PH,2021-04-25 23:50:35,7.215,126.5397,82.04,74,100,2.75
682,Businga,CD,2021-04-25 23:50:35,3.3333,20.8833,70.14,94,96,3.18
683,Ballina,AU,2021-04-25 23:50:36,-28.8667,153.5667,64.99,88,90,6.91
684,Bilibino,RU,2021-04-25 23:42:40,68.0546,166.4372,21.76,80,99,3.2
685,Barillas,GT,2021-04-25 23:50:37,15.8036,-91.3158,77.0,41,0,20.71
686,Yulara,AU,2021-04-25 23:50:37,-25.2406,130.9889,60.8,44,0,11.5
687,Buncrana,IE,2021-04-25 23:50:37,55.1333,-7.45,43.34,87,17,5.1
688,Mgandu,TZ,2021-04-25 23:50:38,-5.95,34.1333,59.09,98,35,5.08
689,Pokaran,IN,2021-04-25 23:50:38,26.9167,71.9167,81.14,11,0,4.94
690,Andros Town,BS,2021-04-25 23:50:39,24.7,-77.7667,78.8,78,20,8.05
691,Amahai,ID,2021-04-25 23:50:39,-3.3333,128.9167,87.01,86,54,1.01
692,Quchan,IR,2021-04-25 23:50:40,37.106,58.5095,59.31,40,23,6.44
693,Tuy Hoa,VN,2021-04-25 23:50:40,13.0833,109.3,81.23,78,49,0.58
694,Jalu,LY,2021-04-25 23:50:41,29.0331,21.5482,63.73,53,0,11.61
695,Pangnirtung,CA,2021-04-25 23:50:41,66.1451,-65.7125,32.14,87,99,3.44
696,Tocopilla,CL,2021-04-25 23:50:42,-22.092,-70.1979,65.44,72,11,3.42
697,Colesberg,ZA,2021-04-25 23:50:42,-30.72,25.0972,59.94,31,100,0.92
698,Port Macquarie,AU,2021-04-25 23:46:06,-31.4333,152.9167,70.0,71,6,1.01
699,Jiaojiang,CN,2021-04-25 23:48:24,28.6803,121.4428,66.99,98,27,3.6
700,Nizhniy Odes,RU,2021-04-25 23:50:43,63.6445,54.856,39.18,88,95,9.6
701,Kupang,ID,2021-04-25 23:50:43,-10.1667,123.5833,78.04,66,86,6.22
702,Saint-Pierre,RE,2021-04-25 23:50:43,-21.3393,55.4781,77.0,73,0,17.27
703,Marawi,PH,2021-04-25 23:46:28,7.9986,124.2928,79.0,85,100,1.99
704,Gazojak,TM,2021-04-25 23:50:44,41.1875,61.4036,65.89,21,1,13.58
705,Palmer,US,2021-04-25 23:50:44,42.1584,-72.3287,55.4,62,90,3.44
706,Tromso,NO,2021-04-25 23:50:45,69.6496,18.957,32.0,93,75,5.75
707,Manzil Salim,TN,2021-04-25 23:50:45,35.8567,8.4765,60.8,44,0,9.22
708,Wuxue,CN,2021-04-25 23:50:46,29.8506,115.5525,61.05,90,100,0.85
709,Krasnoselkup,RU,2021-04-25 23:47:20,65.7,82.4667,18.68,89,22,5.82
710,Barabai,ID,2021-04-25 23:49:19,-2.5833,115.3833,81.86,73,49,1.34
711,Iquitos,PE,2021-04-25 23:41:57,-3.7481,-73.2472,84.2,74,40,5.75
712,Teguise,ES,2021-04-25 23:48:06,29.0605,-13.564,68.0,73,20,9.22
713,Raga,SS,2021-04-25 23:50:47,8.4596,25.678,72.34,78,100,6.15
714,Constantine,DZ,2021-04-25 23:48:06,36.365,6.6147,62.6,59,0,6.91
715,Vryheid,ZA,2021-04-25 23:50:47,-27.7695,30.7917,50.76,85,0,3.47
716,Stege,DK,2021-04-25 23:50:48,54.987,12.2846,42.01,69,1,2.3
717,Springdale,US,2021-04-25 23:50:48,36.1867,-94.1288,73.4,38,1,14.97
718,Santa Isabel Do Rio Negro,BR,2021-04-25 23:50:48,-0.4139,-65.0192,76.15,96,97,2.98
719,Bambanglipuro,ID,2021-04-25 23:50:49,-7.95,110.2833,77.85,80,66,3.49
